Адрес,Широта,Долгота,Описание ,
"Москва пр-т Вернадского , д. 9/10",55.69076,37.53252,"Формат: ВкусВилл
Адрес: Москва пр-т Вернадского , д. 9/10
ТТ: 4802
Телефон ТТ: , 79257861325
Эл. почта: tatyana.sarapaeva@mail.ru, tatyana.sarapaeva@mail.ru
Код ТТ: 4802М_Вернадского9",
"Москва пр-т Вернадского, д. 54",55.6736642,37.4948878,"Формат: Жук
Адрес: Москва пр-т Вернадского, д. 54
ТТ: 3491
Телефон ТТ: , 79257861325
Эл. почта: tatyana.sarapaeva@mail.ru, tatyana.sarapaeva@mail.ru
Код ТТ: 3491Ж_Вернадского54",
"Москва пр-т Вернадского, д. 61 к. 1",55.671798,37.502777,"Формат: Жук
Адрес: Москва пр-т Вернадского, д. 61 к. 1
ТТ: 7094
Телефон ТТ: , 79257861325
Эл. почта: tatyana.sarapaeva@mail.ru, tatyana.sarapaeva@mail.ru
Код ТТ: 7094Ж_Вернадского61",
"Москва пр-т Вернадского, д. 94, к. 1",55.652659,37.475513,"Формат: ВкусВилл
Адрес: Москва пр-т Вернадского, д. 94, к. 1
ТТ: 2590
Телефон ТТ: , 79257861325
Эл. почта: tatyana.sarapaeva@mail.ru, tatyana.sarapaeva@mail.ru
Код ТТ: 2590М_Вернадского94",
"Москва пр-т Волгоградский , д. 3-5 стр. 2",55.7318372,37.6722256,"Формат: ВкусВилл
Адрес: Москва пр-т Волгоградский , д. 3-5 стр. 2
ТТ: 3878
Телефон ТТ: , 79267165606
Эл. почта: retail.2.30@vkusvill.ru, retail.2.30@vkusvill.ru
Код ТТ: 3878М_Волгоградский3-5",
"Москва пр-т Волгоградский, д. 10-12-14, стр. 2",,,Not Found,"Формат: ВкусВилл
Адрес: Москва пер. Протопоповский, д. 16
ТТ: 6939
Телефон ТТ: , 79267944543
Эл. почта: retail.3.1@vkusvill.ru, retail.3.1@vkusvill.ru
Код ТТ: 6939М_Протопоповский16"
"Москва пр-т Волгоградский, д. 32/5 к. 1",55.720121,37.690686,"Формат: ВкусВилл
Адрес: Москва пр-т Волгоградский, д. 32/5 к. 1
ТТ: 6602
Телефон ТТ: , 79267165606
Эл. почта: retail.2.30@vkusvill.ru, retail.2.30@vkusvill.ru
Код ТТ: 6602М_Волгоградский32",
"Москва пр-т Волгоградский, д. 70",55.705663,37.759339,"Формат: ВкусВилл
Адрес: Москва пр-т Волгоградский, д. 70
ТТ: 5692
Телефон ТТ: , 79366224692
Эл. почта: retail.1.28@vkusvill.ru, retail.1.28@vkusvill.ru
Код ТТ: 5692М_Волгоградский70",
"Москва пр-т Георгиевский, д. 33 к. 5",55.966456,37.155667,"Формат: Жук
Адрес: Москва пр-т Георгиевский, д. 33 к. 5
ТТ: 7405
Телефон ТТ: , 79267163218
Эл. почта: retail.3.36@vkusvill.ru, retail.3.36@vkusvill.ru
Код ТТ: 7405Ж_Зел_Георгиевский33",
"Москва пр-т Комсомольский, д. 27, стр. 5",55.7261097,37.5815587,"Формат: ВкусВилл
Адрес: Москва пр-т Комсомольский, д. 27, стр. 5
ТТ: 3463
Телефон ТТ: , 79296106533
Эл. почта: retail.1.29@vkusvill.ru, retail.1.29@vkusvill.ru
Код ТТ: 3463М_Комсомольский27",
"Москва пр-т Комсомольский, д. 48/22",55.7197702,37.5711072,"Формат: ВкусВилл
Адрес: Москва пр-т Комсомольский, д. 48/22
ТТ: 3254
Телефон ТТ: , 79366224692
Эл. почта: retail.1.28@vkusvill.ru, retail.1.28@vkusvill.ru
Код ТТ: 3254М_Комсомольский48",
"Москва пр-т Куприна, д. 24 к. 2",55.544534,37.478728,"Формат: Жук
Адрес: Москва пр-т Куприна, д. 24 к. 2
ТТ: 7295
Телефон ТТ: , 79257860519
Эл. почта: retail.1.38@vkusvill.ru, retail.1.38@vkusvill.ru
Код ТТ: 7295Ж_Куприна24",
"Москва пр-т Кутузовский, д. 45, стр. 1",55.735043,37.509126,"Формат: ВкусВилл
Адрес: Москва пр-т Кутузовский, д. 45, стр. 1
ТТ: 2554
Телефон ТТ: , 79267162659
Эл. почта: retail.1.27@vkusvill.ru, retail.1.27@vkusvill.ru
Код ТТ: 2554М_Кутузовский45",
"Москва пр-т Ленинградский, д. 2",55.778644,37.582709,"Формат: ВкусВилл
Адрес: Москва пр-т Ленинградский, д. 2
ТТ: 9241
Телефон ТТ: , 79267161463
Эл. почта: retail.r.26@vkusvill.ru, retail.r.26@vkusvill.ru
Код ТТ: 9241М_Ленинградский2",
"Москва пр-т Ленинградский, д. 29 к. 2",55.78594,37.561849,"Формат: ВкусВилл
Адрес: Москва пр-т Ленинградский, д. 29 к. 2
ТТ: 9318
Телефон ТТ: , 79366224718
Эл. почта: retail.3.29@vkusvill.ru, retail.3.29@vkusvill.ru
Код ТТ: 9318М_Ленинградский29",
"Москва пр-т Ленинградский, д. 34А",55.785267,37.568127,"Формат: ВкусВилл
Адрес: Москва пр-т Ленинградский, д. 34А
ТТ: 8457
Телефон ТТ: , 79366224692
Эл. почта: retail.1.28@vkusvill.ru, retail.1.28@vkusvill.ru
Код ТТ: 8457М_Ленинградский34",
"Москва пр-т Ленинградский, д. 74 к. 4",55.8058759,37.5189182,"Формат: ВкусВилл
Адрес: Москва пр-т Ленинградский, д. 74 к. 4
ТТ: 8825
Телефон ТТ: , 79299800187
Эл. почта: retail.r.24@vkusvill.ru, retail.r.24@vkusvill.ru
Код ТТ: 8825М_Ленинградский74к4",
"Москва пр-т Ленинградский, д. 75 к. 1",55.804956,37.512344,"Формат: ВкусВилл
Адрес: Москва пр-т Ленинградский, д. 75 к. 1
ТТ: 7749
Телефон ТТ: , 79259526915
Эл. почта: retail.3.40@vkusvill.ru, retail.3.40@vkusvill.ru
Код ТТ: 7749М_Ленинградский75",
"Москва пр-т Ленинский, д. 107 к. 1",55.663705,37.514778,"Формат: ВкусВилл
Адрес: Москва пр-т Ленинский, д. 107 к. 1
ТТ: 6871
Телефон ТТ: , 79257862360
Эл. почта: retail.1.10@vkusvill.ru, retail.1.10@vkusvill.ru
Код ТТ: 6871М_Ленинский107",
"Москва пр-т Ленинский, д. 108",55.6702346,37.5135911,"Формат: Шмель
Адрес: Москва пр-т Ленинский, д. 108
ТТ: 6637
Телефон ТТ: , 79257861325
Эл. почта: tatyana.sarapaeva@mail.ru, tatyana.sarapaeva@mail.ru
Код ТТ: 6637Ш_Ленинский108",
"Москва пр-т Ленинский, д. 119",55.651522,37.48873,"Формат: Жук
Адрес: Москва пр-т Ленинский, д. 119
ТТ: 6876
Телефон ТТ: , 79263370916
Эл. почта: retail.1.41@vkusvill.ru, retail.1.41@vkusvill.ru
Код ТТ: 6876Ж_Ленинский119",
"Москва пр-т Ленинский, д. 38 к. 1",55.705184,37.570887,"Формат: ВкусВилл
Адрес: Москва пр-т Ленинский, д. 38 к. 1
ТТ: 9311
Телефон ТТ: , 79257861325
Эл. почта: tatyana.sarapaeva@mail.ru, tatyana.sarapaeva@mail.ru
Код ТТ: 9311М_Ленинский38",
"Москва пр-т Лихачёва, д. 14",55.689046,37.655793,"Формат: ВкусВилл
Адрес: Москва пр-т Лихачёва, д. 14
ТТ: 9291
Телефон ТТ: , 79267161806
Эл. почта: retail.r.22@vkusvill.ru, retail.r.22@vkusvill.ru
Код ТТ: 9291М_Лихачева14",
"Москва пр-т Ломоносовский, д. 34",55.7083795,37.5110442,"Формат: ВкусВилл
Адрес: Москва пр-т Ломоносовский, д. 34
ТТ: 2033
Телефон ТТ: , 79267162659
Эл. почта: retail.1.27@vkusvill.ru, retail.1.27@vkusvill.ru
Код ТТ: 2033М_Ломоносовский34",
"Москва пр-т Магеллана, д. 1",55.590175,37.447656,"Формат: Жук
Адрес: Москва пр-т Магеллана, д. 1
ТТ: 8774
Телефон ТТ: , 79266301068
Эл. почта: retail.1.31@vkusvill.ru, retail.1.31@vkusvill.ru
Код ТТ: 8774Ж_Магеллана1",
"Москва пр-т Магеллана, д. 2",55.591498,37.447295,"Формат: Шмель
Адрес: Москва пр-т Магеллана, д. 2
ТТ: 7218
Телефон ТТ: , 79266301068
Эл. почта: retail.1.31@vkusvill.ru, retail.1.31@vkusvill.ru
Код ТТ: 7218Ш_Магеллана2",
Москва пр-т Маршала Жукова 52,55.7778114,37.4642522,"Формат: ВкусВилл
Адрес: Москва пр-т Маршала Жукова 52
ТТ: 1321
Телефон ТТ: , 79366224692
Эл. почта: retail.1.28@vkusvill.ru, retail.1.28@vkusvill.ru
Код ТТ: 1321М_МаршалаЖукова52",
"Москва пр-т Маршала Жукова, д. 19, к. 1",55.775272,37.4899304,"Формат: ВкусВилл
Адрес: Москва пр-т Маршала Жукова, д. 19, к. 1
ТТ: 1740
Телефон ТТ: , 79366224692
Эл. почта: retail.1.28@vkusvill.ru, retail.1.28@vkusvill.ru
Код ТТ: 1740М_МаршалаЖукова19",
"Москва пр-т Маршала Жукова, д. 39, к. 1",55.7753523,37.471171,"Формат: ВкусВилл
Адрес: Москва пр-т Маршала Жукова, д. 39, к. 1
ТТ: 2336
Телефон ТТ: , 79295173518
Эл. почта: retail.1.34@vkusvill.ru, retail.1.34@vkusvill.ru
Код ТТ: 2336М_МаршалаЖукова39",
"Москва пр-т Маршала Жукова, д. 51",55.7765339,37.462139,"Формат: ВкусВилл
Адрес: Москва пр-т Маршала Жукова, д. 51
ТТ: 4452
Телефон ТТ: , 79295173518
Эл. почта: retail.1.34@vkusvill.ru, retail.1.34@vkusvill.ru
Код ТТ: 4452М_МаршалаЖукова51",
"Москва пр-т Маршала Жукова, д. 74 к. 3",55.7807841,37.4520835,"Формат: ВкусВилл
Адрес: Москва пр-т Маршала Жукова, д. 74 к. 3
ТТ: 9087
Телефон ТТ: , 79296873865
Эл. почта: retail.r.3@vkusvill.ru, retail.r.3@vkusvill.ru
Код ТТ: 9087М_МаршалаЖукова74",
"Москва пр-т Мира, д. 102 к. 2",55.801536,37.636715,"Формат: Жук
Адрес: Москва пр-т Мира, д. 102 к. 2
ТТ: 7889
Телефон ТТ: , 79366224692
Эл. почта: retail.1.28@vkusvill.ru, retail.1.28@vkusvill.ru
Код ТТ: 7889Ж_Мира102",
"Москва пр-т Мира, д. 188Б к. 4",55.834404,37.659602,"Формат: ВкусВилл
Адрес: Москва пр-т Мира, д. 188Б к. 4
ТТ: 3978
Телефон ТТ: , 79267167991
Эл. почта: retail.3.39@vkusvill.ru, retail.3.39@vkusvill.ru
Код ТТ: 3978М_Мира188к4",
"Москва пр-т Мира, д. 56, стр. 2",55.784045,37.635332,"Формат: Жук
Адрес: Москва пр-т Мира, д. 56, стр. 2
ТТ: 2524
Телефон ТТ: , 79267944543
Эл. почта: retail.3.1@vkusvill.ru, retail.3.1@vkusvill.ru
Код ТТ: 2524Ж_ПртМира56",
"Москва пр-т Мичуринский, д. 16",55.7031339,37.5060526,"Формат: Шмель
Адрес: Москва пр-т Мичуринский, д. 16
ТТ: 8500
Телефон ТТ: , 79057198884
Эл. почта: retail.1.36@vkusvill.ru, retail.1.36@vkusvill.ru
Код ТТ: 8500Ш_Мичуринский16",
"Москва пр-т Мичуринский, д. 21",55.6999516,37.5046572,"Формат: ВкусВилл
Адрес: Москва пр-т Мичуринский, д. 21
ТТ: 1735
Телефон ТТ: , 79366224692
Эл. почта: retail.1.28@vkusvill.ru, retail.1.28@vkusvill.ru
Код ТТ: 1735М_Мичуринский21",
"Москва пр-т Мичуринский, д. 34",55.6983527,37.4979085,"Формат: ВкусВилл
Адрес: Москва пр-т Мичуринский, д. 34
ТТ: 3741
Телефон ТТ: , 79254086465
Эл. почта: retail.1.3@vkusvill.ru, retail.1.3@vkusvill.ru
Код ТТ: 3741М_Мичуринский34",
"Москва пр-т Мичуринский, д. 56",55.695487,37.485702,"Формат: Жук
Адрес: Москва пр-т Мичуринский, д. 56
ТТ: 7033
Телефон ТТ: , 79254086465
Эл. почта: retail.1.3@vkusvill.ru, retail.1.3@vkusvill.ru
Код ТТ: 7033Ж_Мичуринский56",
"Москва пр-т Нахимовский, д. 22",55.6696534,37.5887962,"Формат: Жук
Адрес: Москва пр-т Нахимовский, д. 22
ТТ: 2464
Телефон ТТ: , 79366224691
Эл. почта: retail.1.25@vkusvill.ru, retail.1.25@vkusvill.ru
Код ТТ: 2464Ж_Нахимовский22",
"Москва пр-т Нахимовский, д. 28, к. 1",55.6733773,37.5774955,"Формат: Шмель
Адрес: Москва пр-т Нахимовский, д. 28, к. 1
ТТ: 2713
Телефон ТТ: , 79366224691
Эл. почта: retail.1.25@vkusvill.ru, retail.1.25@vkusvill.ru
Код ТТ: 2713Ш_Нахимовский28",
"Москва пр-т Нововатутинский, д. 7",55.517061,37.3479342,"Формат: ВкусВилл
Адрес: Москва пр-т Нововатутинский, д. 7
ТТ: 2583
Телефон ТТ: , 79366224692
Эл. почта: retail.1.28@vkusvill.ru, retail.1.28@vkusvill.ru
Код ТТ: 2583М_Нововатутинский7",
"Москва пр-т Новоясеневский, д. 1, к. 2",55.61994,37.507205,"Формат: ВкусВилл
Адрес: Москва пр-т Новоясеневский, д. 1, к. 2
ТТ: 2852
Телефон ТТ: , 79296106533
Эл. почта: retail.1.29@vkusvill.ru, retail.1.29@vkusvill.ru
Код ТТ: 2852М_Новоясеневский1",
"Москва пр-т Новоясеневский, д. 11",55.60667,37.536284,"Формат: ВкусВилл
Адрес: Москва пр-т Новоясеневский, д. 11
ТТ: 3350
Телефон ТТ: , 79296106533
Эл. почта: retail.1.29@vkusvill.ru, retail.1.29@vkusvill.ru
Код ТТ: 3350М_Новоясеневский11",
